Check record,Record,Country,State,County,Location,Grid,Trail,Plot,Distance.begining,Side,Transect.length,N.subplots,sampling.protocol,Data(YYYYMMDD),Class,Order,Family,Subfamily,Genus,Taxon,cf,Frequency,LAT,LONG,easting (UTM),northing (UTM),Trophic.group,Observacao.variedade,Observacao,Coletor1,Determinador,Coletor2,Determinador
"559,559,Brasil,Amazonas,Manaus,campusUFAM,,,13,25,,100,5,manual,2010,Insecta,Isoptera,Termitidae,Termitinae,Microcerotermes,Microcerotermes_strunkii,,1,-3.085591,-59.951862,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
"560,560,Brasil,Amazonas,Manaus,campusUFAM,,,10,50,,100,5,manual,2010,Insecta,Isoptera,Termitidae,Termitinae,Microcerotermes,Microcerotermes_strunkii,,1,-3.086623,-59.96331,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
"561,561,Brasil,Amazonas,Manaus,campusUFAM,,,13,75,,100,5,manual,2010,Insecta,Isoptera,Termitidae,Termitinae,Microcerotermes,Microcerotermes_strunkii,,1,-3.085591,-59.951862,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
"562,562,Brasil,Amazonas,Manaus,campusUFAM,,,15,75,,100,5,manual,2010,Insecta,Isoptera,Termitidae,Termitinae,Syntermes,Nao_informado,,1,-3.105973,-59.971752,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
"563,563,Brasil,Amazonas,Manaus,campusUFAM,,,12,100,,100,5,manual,2010,Insecta,Isoptera,Termitidae,Termitinae,Neocapritermes,Neocapritermes_angusticeps,cf.,1,-3.090358,-59.959705,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
564,564,Brasil,Amazonas,,BR319,Igapo-acu,1,1500,30,,250,5,manual,2011,Insecta,Isoptera,Termitidae,Termitinae,Neocapritermes,Neocapritermes_braziliensis,,1,-4.6032769,-61.257797,NA,NA,MSD,,,,,,
565,565,Brasil,Amazonas,,BR319,Igapo-acu,1,2500,230,,250,5,manual,2011,Insecta,Isoptera,Termitidae,Termitinae,Neocapritermes,Neocapritermes_braziliensis,,1,-4.5974244,-61.2654359,NA,NA,MSD,,,,,,
566,566,Brasil,Amazonas,,BR319,Igapo-acu,1,3500,180,,250,5,manual,2011,Insecta,Isoptera,Termitidae,Termitinae,Neocapritermes,Neocapritermes_braziliensis,,1,-4.5913411,-61.2721843,NA,NA,MSD,,,,,,
567,567,Brasil,Amazonas,,BR319,Igapo-acu,1,3500,230,,250,5,manual,2011,Insecta,Isoptera,Termitidae,Termitinae,Neocapritermes,Neocapritermes_braziliensis,,1,-4.5913411,-61.2721843,NA,NA,MSD,,,,,,
568,568,Brasil,Amazonas,,BR319,Igapo-acu,1,4500,30,,250,5,manual,2011,Insecta,Isoptera,Termitidae,Termitinae,Neocapritermes,Neocapritermes_braziliensis,,1,-4.5854027,-61.2787987,NA,NA,MSD,,,,,,
569,569,Brasil,Amazonas,,BR319,Igapo-acu,2,500,130,,250,5,manual,2011,Insecta,Isoptera,Termitidae,Termitinae,Neocapritermes,Neocapritermes_braziliensis,,1,-4.6165592,-61.2570781,NA,NA,MSD,,,,,,
570,570,Brasil,Amazonas,,BR319,Igapo-acu,2,500,30,,250,5,manual,2011,Insecta,Isoptera,Termitidae,Termitinae,Neocapritermes,Neocapritermes_braziliensis,,1,-4.6165592,-61.2570781,NA,NA,MSD,,,,,,
571,571,Brasil,Amazonas,,BR319,Igapo-acu,2,1500,180,,250,5,manual,2011,Insecta,Isoptera,Termitidae,Termitinae,Neocapritermes,Neocapritermes_braziliensis,,1,-4.6104867,-61.2637139,NA,NA,MSD,,,,,,
572,572,Brasil,Amazonas,,BR319,Igapo-acu,2,1500,230,,250,5,manual,2011,Insecta,Isoptera,Termitidae,Termitinae,Neocapritermes,Neocapritermes_braziliensis,,1,-4.6104867,-61.2637139,NA,NA,MSD,,,,,,
573,573,Brasil,Amazonas,,BR319,Igapo-acu,2,2500,30,,250,5,manual,2011,Insecta,Isoptera,Termitidae,Termitinae,Neocapritermes,Neocapritermes_braziliensis,,1,-4.6043445,-61.2703712,NA,NA,MSD,,,,,,
574,574,Brasil,Amazonas,,BR319,Igapo-acu,2,3500,180,,250,5,manual,2011,Insecta,Isoptera,Termitidae,Termitinae,Neocapritermes,Neocapritermes_braziliensis,,1,-4.5977462,-61.2765402,NA,NA,MSD,,,,,,
575,575,Brasil,Amazonas,,BR319,Igapo-acu,2,4500,130,,250,5,manual,2011,Insecta,Isoptera,Termitidae,Termitinae,Neocapritermes,Neocapritermes_braziliensis,,1,-4.5916844,-61.283278,NA,NA,MSD,,,,,,
"576,576,Brasil,Amazonas,Manaus,campusUFAM,,,2,50,,100,5,manual,2010,Insecta,Isoptera,Termitidae,Termitinae,Neocapritermes,Neocapritermes_braziliensis,,1,-3.105662,-59.978184,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
"577,577,Brasil,Amazonas,Manaus,campusUFAM,,,15,50,,100,5,manual,2010,Insecta,Isoptera,Termitidae,Termitinae,Neocapritermes,Neocapritermes_braziliensis,,1,-3.105973,-59.971752,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
"578,578,Brasil,Amazonas,Manaus,campusUFAM,,,6,75,,100,5,manual,2010,Insecta,Isoptera,Termitidae,Termitinae,Neocapritermes,Neocapritermes_braziliensis,,1,-3.097006,-59.977184,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
"579,579,Brasil,Amazonas,Manaus,campusUFAM,,,14,75,,100,5,manual,2010,Insecta,Isoptera,Termitidae,Termitinae,Neocapritermes,Neocapritermes_braziliensis,,1,-3.098144,-59.972179,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
580,580,Brasil,Amazonas,,BR319,Purupuru,2,1500,130,,250,5,manual,2011,Insecta,Isoptera,Termitidae,Termitinae,Neocapritermes,Neocapritermes_pumilis,,1,-3.36066599,-59.84451103,NA,NA,NA,,,,,,
581,581,Brasil,Amazonas,,BR319,Purupuru,2,1500,180,,250,5,manual,2011,Insecta,Isoptera,Termitidae,Termitinae,Neocapritermes,Neocapritermes_pumilis,,1,-3.36066599,-59.84451103,NA,NA,NA,,,,,,
582,582,Brasil,Amazonas,,BR319,Purupuru,2,1500,80,,250,5,manual,2011,Insecta,Isoptera,Termitidae,Termitinae,Neocapritermes,Neocapritermes_pumilis,,1,-3.36066599,-59.84451103,NA,NA,NA,,,,,,
"583,583,Brasil,Amazonas,Manaus,campusUFAM,,,6,50,,100,5,manual,2010,Insecta,Isoptera,Termitidae,Termitinae,Neocapritermes,Neocapritermes_talpoides,,1,-3.097006,-59.977184,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
"584,584,Brasil,Amazonas,Manaus,campusUFAM,,,5,100,,100,5,manual,2010,Insecta,Isoptera,Termitidae,Termitinae,Neocapritermes,Neocapritermes_talpoides,,1,-3.099633,-59.982967,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
585,585,Brasil,Amazonas,,BR319,Igapo-acu,1,500,230,,250,5,manual,2011,Insecta,Isoptera,Termitidae,Termitinae,Neocapritermes,Neocapritermes_taracua,,1,-4.6096445,-61.2500883,NA,NA,MSD,,,,,,
586,586,Brasil,Amazonas,,BR319,Igapo-acu,1,4500,180,,250,5,manual,2011,Insecta,Isoptera,Termitidae,Termitinae,Neocapritermes,Neocapritermes_taracua,,1,-4.5854027,-61.2787987,NA,NA,MSD,,,,,,
587,587,Brasil,Amazonas,,BR319,Igapo-acu,2,2500,80,,250,5,manual,2011,Insecta,Isoptera,Termitidae,Termitinae,Neocapritermes,Neocapritermes_taracua,,1,-4.6043445,-61.2703712,NA,NA,MSD,,,,,,
"588,588,Brasil,Amazonas,Manaus,campusUFAM,,,6,25,,100,5,manual,2010,Insecta,Isoptera,Termitidae,Termitinae,Neocapritermes,Neocapritermes_taracua,,1,-3.097006,-59.977184,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
"589,589,Brasil,Amazonas,Manaus,campusUFAM,,,9,25,,100,5,manual,2010,Insecta,Isoptera,Termitidae,Termitinae,Neocapritermes,Neocapritermes_taracua,,1,-3.088826,-59.970547,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
"590,590,Brasil,Amazonas,Manaus,campusUFAM,,,15,100,,100,5,manual,2010,Insecta,Isoptera,Termitidae,Termitinae,Neocapritermes,Neocapritermes_taracua,,1,-3.105973,-59.971752,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
"591,591,Brasil,Amazonas,Manaus,campusUFAM,,,1,0,,100,5,manual,2010,Insecta,Isoptera,Termitidae,Termitinae,Orthognathotermes,Orthognathotermes_sp._1,,1,-3.104821,-59.973679,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
"592,592,Brasil,Amazonas,Manaus,campusUFAM,,,15,25,,100,5,manual,2010,Insecta,Isoptera,Termitidae,Termitinae,Planicapritermes,Planicapritermes_planiceps,,1,-3.105973,-59.971752,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
"593,593,Brasil,Amazonas,Manaus,campusUFAM,,,9,75,,100,5,manual,2010,Insecta,Isoptera,Termitidae,Termitinae,Planicapritermes,Planicapritermes_planiceps,,1,-3.088826,-59.970547,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
"594,594,Brasil,Amazonas,Manaus,campusUFAM,,,11,75,,100,5,manual,2010,Insecta,Isoptera,Termitidae,Termitinae,Planicapritermes,Planicapritermes_planiceps,,1,-3.093342,-59.963203,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
"595,595,Brasil,Amazonas,Manaus,campusUFAM,,,11,75,,100,5,manual,2010,Insecta,Isoptera,Termitidae,Termitinae,Planicapritermes,Planicapritermes_planiceps,,1,-3.093342,-59.963203,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
"596,596,Brasil,Amazonas,Manaus,campusUFAM,,,11,75,,100,5,manual,2010,Insecta,Isoptera,Termitidae,Termitinae,Planicapritermes,Planicapritermes_planiceps,,1,-3.093342,-59.963203,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
"597,597,Brasil,Amazonas,Manaus,campusUFAM,,,15,50,,100,5,manual,2010,Insecta,Isoptera,Termitidae,Termitinae,Spinitermes,Spinitermes_nigrostomus,,1,-3.105973,-59.971752,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
"598,598,Brasil,Amazonas,Manaus,campusUFAM,,,15,50,,100,5,manual,2010,Insecta,Isoptera,Termitidae,Termitinae,Spinitermes,Spinitermes_nigrostomus,,1,-3.105973,-59.971752,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
"599,599,Brasil,Amazonas,Manaus,campusUFAM,,,7,0,,100,5,manual,2010,Insecta,Isoptera,Termitidae,Termitinae,Termes,Termes_ayri,,1,-3.094702,-59.972889,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
"600,600,Brasil,Amazonas,Manaus,campusUFAM,,,4,100,,100,5,manual,2010,Insecta,Isoptera,Termitidae,Termitinae,Termes,Termes_ayri,,1,-3.098541,-59.982655,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
"601,601,Brasil,Amazonas,Manaus,campusUFAM,,,2,100,,100,5,manual,2010,Insecta,Isoptera,Termitidae,Termitinae,Termes,Termes_fatalis,,1,-3.105662,-59.978184,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
"602,602,Brasil,Amazonas,Manaus,campusUFAM,,,3,100,,100,5,manual,2010,Insecta,Isoptera,Termitidae,Termitinae,Termes,Termes_fatalis,,1,-3.102887,-59.978607,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
"603,603,Brasil,Amazonas,Manaus,campusUFAM,,,4,100,,100,5,manual,2010,Insecta,Isoptera,Termitidae,Termitinae,Termes,Termes_fatalis,,1,-3.098541,-59.982655,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
"604,604,Brasil,Amazonas,Manaus,campusUFAM,,,15,100,,100,5,manual,2010,Insecta,Isoptera,Termitidae,Termitinae,Termes,Termes_fatalis,,1,-3.105973,-59.971752,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
"605,605,Brasil,Amazonas,Manaus,campusUFAM,,,3,75,,100,5,manual,2010,Insecta,Isoptera,Termitidae,Termitinae,Termes,Termes_hispaniolae,,1,-3.102887,-59.978607,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
"606,606,Brasil,Amazonas,Manaus,campusUFAM,,,3,75,,100,5,manual,2010,Insecta,Isoptera,Termitidae,Termitinae,Termes,Termes_hispaniolae,,1,-3.102887,-59.978607,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
"607,607,Brasil,Amazonas,Manaus,campusUFAM,,,3,75,,100,5,manual,2010,Insecta,Isoptera,Termitidae,Termitinae,Termes,Termes_hispaniolae,,1,-3.102887,-59.978607,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
"608,608,Brasil,Amazonas,Manaus,campusUFAM,,,3,75,,100,5,manual,2010,Insecta,Isoptera,Termitidae,Termitinae,Termes,Termes_hispaniolae,,1,-3.102887,-59.978607,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
"609,609,Brasil,Amazonas,Manaus,campusUFAM,,,14,100,,100,5,manual,2010,Insecta,Isoptera,Termitidae,Termitinae,Termes,Termes_medioculatus,,1,-3.098144,-59.972179,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
610,610,Brasil,Amazonas,,BR319,Igapo-acu,1,1500,30,,250,5,manual,2011,Insecta,Isoptera,Termitidae,Termitinae,Termes,Termes_ayri,,1,-4.6032769,-61.257797,NA,NA,MSD,,,,,,
"611,611,Brasil,Amazonas,Manaus,campusUFAM,,,2,100,,100,5,manual,2010,Insecta,Isoptera,Termitidae,Termitinae,Termes,Termes_ayri,,1,-3.105662,-59.978184,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
"612,612,Brasil,Amazonas,Manaus,campusUFAM,,,11,100,,100,5,manual,2010,Insecta,Isoptera,Termitidae,Termitinae,Termes,Termes_ayri,,1,-3.093342,-59.963203,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
613,613,Brasil,Amazonas,,BR319,Igapo-acu,2,500,230,,250,5,manual,2011,Insecta,Isoptera,Termitidae,Termitinae,Genero novo,Termitinae_gen.n._sp._n,,1,-4.6165592,-61.2570781,NA,NA,NA,,,,,,
"614,614,Brasil,Amazonas,Manaus,campusUFAM,,,11,25,,100,5,manual,2010,Insecta,Isoptera,Termitidae,Termitinae,Planicapritermes,Planicapritermes_planiceps,,1,-3.093342,-59.963203,NA,NA,,,,""Silva,V.N.V."",""Silva,V.N.V."",""Dambros,C.S."","
615,615,Brasil,Amazonas,Manaus,RFAD,RFAD,L5,2500,130,,250,10,manual,2009,Insecta,Isoptera,Termitidae,Termitinae,Amitermes,Amitermes_exellens,,1,-2.95980237,-59.94154431,9672381.02,840040.33,MSD,,,,,,
616,616,Brasil,Amazonas,Manaus,RFAD,RFAD,L6,4500,80,,250,10,manual,2009,Insecta,Isoptera,Termitidae,Termitinae,Amitermes,Amitermes_exellens,,1,-2.96583161,-59.9223829,9671707.73,842170.89,MSD,,,,,,
617,617,Brasil,Amazonas,Manaus,RFAD,RFAD,L7,500,5,,250,10,manual,2009,Insecta,Isoptera,Termitidae,Termitinae,Amitermes,Amitermes_exellens,,1,-2.98036785,-59.95657611,9670109.25,838361.24,MSD,,,,,,
618,618,Brasil,Amazonas,Manaus,RFAD,RFAD,L3,500,180,,250,10,manual,2009,Insecta,Isoptera,,,Angularitermes,Angularitermes_nasutissimus,,1,-2.94477057,-59.9620272,9674051.14,837765.43,,,,,,,
619,619,Brasil,Amazonas,Manaus,RFAD,RFAD,L3,500,180,,250,10,manual,2009,Insecta,Isoptera,,,Araujotermes,Araujotermes_nanus,,1,-2.94477057,-59.9620272,9674051.14,837765.43,,,,,,,
620,620,Brasil,Amazonas,Manaus,RFAD,RFAD,L3,1500,105,,250,10,manual,2009,Insecta,Isoptera,,,Araujotermes,Araujotermes_nanus,,1,-2.9434491,-59.95310723,9674194.7,838758.5,,,,,,,
621,621,Brasil,Amazonas,Manaus,RFAD,RFAD,L4,1500,55,,250,10,manual,2009,Insecta,Isoptera,,,Araujotermes,Araujotermes_nanus,,1,-2.95228647,-59.95178575,9673216.09,838902.89,,,,,,,
622,622,Brasil,Amazonas,Manaus,RFAD,RFAD,L4,3500,130,,250,10,manual,2009,Insecta,Isoptera,,,Araujotermes,Araujotermes_nanus,,1,-2.94947833,-59.93402841,9673521.5,840879.9,,,,,,,
623,623,Brasil,Amazonas,Manaus,RFAD,RFAD,L6,2500,30,,250,10,manual,2009,Insecta,Isoptera,,,Araujotermes,Araujotermes_nanus,,1,-2.96863975,-59.94014024,9671402.37,840193.88,,,,,,,
624,624,Brasil,Amazonas,Manaus,RFAD,RFAD,L6,4500,205,,250,10,manual,2009,Insecta,Isoptera,,,Araujotermes,Araujotermes_nanus,,1,-2.96583161,-59.9223829,9671707.73,842170.89,,,,,,,
625,625,Brasil,Amazonas,Manaus,RFAD,RFAD,L7,2500,80,,250,10,manual,2009,Insecta,Isoptera,,,Araujotermes,Araujotermes_nanus,,1,-2.97755972,-59.93881876,9670414.6,840338.2,,,,,,,
626,626,Brasil,Amazonas,Manaus,RFAD,RFAD,L7,4500,55,,250,10,manual,2009,Insecta,Isoptera,,,Araujotermes,Araujotermes_nanus,,1,-2.97483417,-59.92097883,9670710.77,842324.37,,,,,,,
627,627,Brasil,Amazonas,Manaus,RFAD,RFAD,L8,500,155,,250,10,manual,2009,Insecta,Isoptera,,,Araujotermes,Araujotermes_nanus,,1,-2.98928782,-59.95517204,9669121.47,838514.75,,,,,,,
628,628,Brasil,Amazonas,Manaus,RFAD,RFAD,L8,1500,230,,250,10,manual,2009,Insecta,Isoptera,,,Araujotermes,Araujotermes_nanus,,1,-2.98788375,-59.94633466,9669274.15,839498.62,,,,,,,
629,629,Brasil,Amazonas,Manaus,RFAD,RFAD,L8,4500,180,,250,10,manual,2009,Insecta,Isoptera,,,Araujotermes,Araujotermes_nanus,,1,-2.98358895,-59.91957476,9669741.24,842477.91,,,,,,,
630,630,Brasil,Amazonas,Manaus,RFAD,RFAD,L7,1500,55,,250,10,manual,2009,Insecta,Isoptera,Termitidae,Nasutitermitinae,Armitermes,Armitermes_holmgreni,,1,-2.97896378,-59.94765614,9670261.91,839354.31,,,,,,,
631,631,Brasil,Amazonas,Manaus,RFAD,RFAD,L7,3500,55,,250,10,manual,2009,Insecta,Isoptera,Termitidae,Nasutitermitinae,Armitermes,Armitermes_holmgreni,,1,-2.97615565,-59.9298988,9670567.26,841331.29,,,,,,,
632,632,Brasil,Amazonas,Manaus,RFAD,RFAD,L7,1500,130,,250,10,manual,2009,Insecta,Isoptera,Termitidae,Syntermitinae,Armitermes,Armitermes_peruanus,,1,-2.97896378,-59.94765614,9670261.91,839354.31,,,,,,,
633,633,Brasil,Amazonas,Manaus,RFAD,RFAD,L7,3500,30,,250,10,manual,2009,Insecta,Isoptera,Termitidae,Syntermitinae,Armitermes,Armitermes_peruanus,,1,-2.97615565,-59.9298988,9670567.26,841331.29,,,,,,,
634,634,Brasil,Amazonas,Manaus,RFAD,RFAD,L8,1500,130,,250,10,manual,2009,Insecta,Isoptera,Termitidae,Syntermitinae,Armitermes,Armitermes_peruanus,,1,-2.98788375,-59.94633466,9669274.15,839498.62,,,,,,,
635,635,Brasil,Amazonas,Manaus,RFAD,RFAD,L5,500,230,,250,10,manual,2009,Insecta,Isoptera,,,Atlantitermes,Atlantitermes_sp._1,,1,-2.96261051,-59.95930165,9672075.63,838063.34,,,,,,,
636,636,Brasil,Amazonas,Manaus,RFAD,RFAD,L6,1500,80,,250,10,manual,2009,Insecta,Isoptera,,,Atlantitermes,Atlantitermes_sp._1,,1,-2.97004382,-59.94906021,9671249.7,839200.79,,,,,,,
637,637,Brasil,Amazonas,Manaus,RFAD,RFAD,L6,3500,80,,250,10,manual,2009,Insecta,Isoptera,,,Atlantitermes,Atlantitermes_sp._1,,1,-2.96723568,-59.93130286,9671555.06,841177.78,,,,,,,
638,638,Brasil,Amazonas,Manaus,RFAD,RFAD,L8,500,55,,250,10,manual,2009,Insecta,Isoptera,,,Atlantitermes,Atlantitermes_sp._1,,1,-2.98928782,-59.95517204,9669121.47,838514.75,,,,,,,
639,639,Brasil,Amazonas,Manaus,RFAD,RFAD,L8,500,80,,250,10,manual,2009,Insecta,Isoptera,,,Atlantitermes,Atlantitermes_sp._1,,1,-2.98928782,-59.95517204,9669121.47,838514.75,,,,,,,
640,640,Brasil,Amazonas,Manaus,RFAD,RFAD,L3,500,180,,250,10,manual,2009,Insecta,Isoptera,,,Atlantitermes,Atlantitermes_sp._2,,1,-2.94477057,-59.9620272,9674051.14,837765.43,,,,,,,
641,641,Brasil,Amazonas,Manaus,RFAD,RFAD,L4,2500,5,,250,10,manual,2009,Insecta,Isoptera,,,Caetetermes,Caetetermes_taquarussu,,1,-2.9508824,-59.94286579,9673368.78,839895.98,,,,,,,
642,642,Brasil,Amazonas,Manaus,RFAD,RFAD,L4,2500,130,,250,10,manual,2009,Insecta,Isoptera,,,Caetetermes,Caetetermes_taquarussu,,1,-2.9508824,-59.94286579,9673368.78,839895.98,,,,,,,
643,643,Brasil,Amazonas,Manaus,RFAD,RFAD,L7,1500,230,,250,10,manual,2009,Insecta,Isoptera,,,Caetetermes,Caetetermes_taquarussu,,1,-2.97896378,-59.94765614,9670261.91,839354.31,,,,,,,
644,644,Brasil,Amazonas,Manaus,RFAD,RFAD,L8,4500,80,,250,10,manual,2009,Insecta,Isoptera,,,Caetetermes,Caetetermes_taquarussu,,1,-2.98358895,-59.91957476,9669741.24,842477.91,,,,,,,
645,645,Brasil,Amazonas,Manaus,RFAD,RFAD,L3,1500,105,,250,10,manual,2009,Insecta,Isoptera,,,Cavitermes,Cavitermes_tuberosus,,1,-2.9434491,-59.95310723,9674194.7,838758.5,,,,,,,
646,646,Brasil,Amazonas,Manaus,RFAD,RFAD,L4,1500,80,,250,10,manual,2009,Insecta,Isoptera,,,Coatitermes,Coatitermes_clevelandi,cf.,1,-2.95228647,-59.95178575,9673216.09,838902.89,,,,,,,
647,647,Brasil,Amazonas,Manaus,RFAD,RFAD,L5,4500,55,,250,10,manual,2009,Insecta,Isoptera,,,Coatitermes,Coatitermes_clevelandi,cf.,1,-2.95699423,-59.92378697,9672686.39,842017.35,,,,,,,
648,648,Brasil,Amazonas,Manaus,RFAD,RFAD,L6,2500,130,,250,10,manual,2009,Insecta,Isoptera,,,Coatitermes,Coatitermes_sp._1,,1,-2.96863975,-59.94014024,9671402.37,840193.88,,,,,,,
649,649,Brasil,Amazonas,Manaus,RFAD,RFAD,L7,2500,105,,250,10,manual,2009,Insecta,Isoptera,,,Coatitermes,Coatitermes_sp._1,,1,-2.97755972,-59.93881876,9670414.6,840338.2,,,,,,,
650,650,Brasil,Amazonas,Manaus,RFAD,RFAD,L5,3500,155,,250,10,manual,2009,Insecta,Isoptera,,,Constrictotermes,Constrictotermes_cavifrons,,1,-2.9583983,-59.93262434,9672533.7,841033.43,,,,,,,
651,651,Brasil,Amazonas,Manaus,RFAD,RFAD,L7,2500,205,,250,10,manual,2009,Insecta,Isoptera,Termitidae,Nasutitermitinae,Paraconvexitermes,Paraconvexitermes_junceus,,1,-2.97755972,-59.93881876,9670414.6,840338.2,,,,,,,
652,652,Brasil,Amazonas,Manaus,RFAD,RFAD,L3,3500,5,,250,10,manual,2009,Insecta,Isoptera,Rhinotermitidae,Coptotermitinae,Coptotermes,Coptotermes_testaceus,,1,-2.94064096,-59.93543248,9674500.15,840726.34,,,,,,,
653,653,Brasil,Amazonas,Manaus,RFAD,RFAD,L3,3500,30,,250,10,manual,2009,Insecta,Isoptera,Rhinotermitidae,Coptotermitinae,Coptotermes,Coptotermes_testaceus,,1,-2.94064096,-59.93543248,9674500.15,840726.34,,,,,,,
654,654,Brasil,Amazonas,Manaus,RFAD,RFAD,L3,4500,5,,250,10,manual,2009,Insecta,Isoptera,Rhinotermitidae,Coptotermitinae,Coptotermes,Coptotermes_testaceus,,1,-2.93923689,-59.92651251,9674652.84,841719.46,,,,,,,
655,655,Brasil,Amazonas,Manaus,RFAD,RFAD,L3,4500,30,,250,10,manual,2009,Insecta,Isoptera,Rhinotermitidae,Coptotermitinae,Coptotermes,Coptotermes_testaceus,,1,-2.93923689,-59.92651251,9674652.84,841719.46,,,,,,,
656,656,Brasil,Amazonas,Manaus,RFAD,RFAD,L4,1500,155,,250,10,manual,2009,Insecta,Isoptera,Rhinotermitidae,Coptotermitinae,Coptotermes,Coptotermes_testaceus,,1,-2.95228647,-59.95178575,9673216.09,838902.89,,,,,,,
657,657,Brasil,Amazonas,Manaus,RFAD,RFAD,L4,1500,180,,250,10,manual,2009,Insecta,Isoptera,Rhinotermitidae,Coptotermitinae,Coptotermes,Coptotermes_testaceus,,1,-2.95228647,-59.95178575,9673216.09,838902.89,,,,,,,
658,658,Brasil,Amazonas,Manaus,RFAD,RFAD,L4,2500,80,,250,10,manual,2009,Insecta,Isoptera,Rhinotermitidae,Coptotermitinae,Coptotermes,Coptotermes_testaceus,,1,-2.9508824,-59.94286579,9673368.78,839895.98,,,,,,,
659,659,Brasil,Amazonas,Manaus,RFAD,RFAD,L5,500,30,,250,10,manual,2009,Insecta,Isoptera,Rhinotermitidae,Coptotermitinae,Coptotermes,Coptotermes_testaceus,,1,-2.96261051,-59.95930165,9672075.63,838063.34,,,,,,,
660,660,Brasil,Amazonas,Manaus,RFAD,RFAD,L5,2500,55,,250,10,manual,2009,Insecta,Isoptera,Rhinotermitidae,Coptotermitinae,Coptotermes,Coptotermes_testaceus,,1,-2.95980237,-59.94154431,9672381.02,840040.33,,,,,,,
661,661,Brasil,Amazonas,Manaus,RFAD,RFAD,L5,3500,80,,250,10,manual,2009,Insecta,Isoptera,Rhinotermitidae,Coptotermitinae,Coptotermes,Coptotermes_testaceus,,1,-2.9583983,-59.93262434,9672533.7,841033.43,,,,,,,
662,662,Brasil,Amazonas,Manaus,RFAD,RFAD,L6,1500,205,,250,10,manual,2009,Insecta,Isoptera,Rhinotermitidae,Coptotermitinae,Coptotermes,Coptotermes_testaceus,,1,-2.97004382,-59.94906021,9671249.7,839200.79,,,,,,,
663,663,Brasil,Amazonas,Manaus,RFAD,RFAD,L6,2500,5,,250,10,manual,2009,Insecta,Isoptera,Rhinotermitidae,Coptotermitinae,Coptotermes,Coptotermes_testaceus,,1,-2.96863975,-59.94014024,9671402.37,840193.88,,,,,,,
